feature,label_en,official_item_name_raw,source_stat,stat_table_id,item_code,unit,observation_years,raw_or_derived,transformation_or_definition,analysis_role,missing_rate_panel,retrieval_recorded_at,metadata_note,label_safe,source_dataset,ssdse_version,ssdse_item_code,reference_year,formula,temporal_safe,source_url
D1202,Official e-Stat municipal indicator D1202,一般行政部門職員数（市区町村）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,D1202,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,一般行政部門職員数（市区町村）,SSDSE-A-2026,2026,D1202,2024,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
D3203,Official e-Stat municipal indicator D3203,歳出決算総額（市町村財政）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,D3203,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,歳出決算総額（市町村財政）,SSDSE-A-2026,2026,D3203,2022,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
D320303,Official e-Stat municipal indicator D320303,民生費（市町村財政）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,D320303,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,民生費（市町村財政）,SSDSE-A-2026,2026,D320303,2022,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
D320308,Official e-Stat municipal indicator D320308,土木費（市町村財政）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,D320308,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,土木費（市町村財政）,SSDSE-A-2026,2026,D320308,2022,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
D320310,Official e-Stat municipal indicator D320310,教育費（市町村財政）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,D320310,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,教育費（市町村財政）,SSDSE-A-2026,2026,D320310,2022,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
D320311,Official e-Stat municipal indicator D320311,災害復旧費（市町村財政）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,D320311,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,災害復旧費（市町村財政）,SSDSE-A-2026,2026,D320311,2022,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
E1101,Official e-Stat municipal indicator E1101,幼稚園数,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,E1101,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,幼稚園数,SSDSE-A-2026,2026,E1101,2024,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
E1501,Official e-Stat municipal indicator E1501,幼稚園在園者数,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,E1501,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,幼稚園在園者数,SSDSE-A-2026,2026,E1501,2024,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
E2401,Official e-Stat municipal indicator E2401,小学校教員数,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,E2401,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,小学校教員数,SSDSE-A-2026,2026,E2401,2024,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
E3401,Official e-Stat municipal indicator E3401,中学校教員数,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,E3401,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,中学校教員数,SSDSE-A-2026,2026,E3401,2024,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
E3901,Official e-Stat municipal indicator E3901,義務教育学校数,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,E3901,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,義務教育学校数,SSDSE-A-2026,2026,E3901,2024,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
E3904,Official e-Stat municipal indicator E3904,義務教育学校教員数,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,E3904,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,義務教育学校教員数,SSDSE-A-2026,2026,E3904,2024,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
E3905,Official e-Stat municipal indicator E3905,義務教育学校前期課程児童数,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,E3905,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,義務教育学校前期課程児童数,SSDSE-A-2026,2026,E3905,2024,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
E3906,Official e-Stat municipal indicator E3906,義務教育学校後期課程生徒数,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,E3906,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,義務教育学校後期課程生徒数,SSDSE-A-2026,2026,E3906,2024,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
F110201,Official e-Stat municipal indicator F110201,就業者数（男）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,F110201,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,就業者数（男）,SSDSE-A-2026,2026,F110201,2020,No panel transformation; model-time imputation/scaling is fit inside folds.,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
F110202,Official e-Stat municipal indicator F110202,就業者数（女）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,F110202,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,就業者数（女）,SSDSE-A-2026,2026,F110202,2020,No panel transformation; model-time imputation/scaling is fit inside folds.,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
F110701,Official e-Stat municipal indicator F110701,完全失業者数（男）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,F110701,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,完全失業者数（男）,SSDSE-A-2026,2026,F110701,2020,No panel transformation; model-time imputation/scaling is fit inside folds.,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
F110702,Official e-Stat municipal indicator F110702,完全失業者数（女）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,F110702,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,完全失業者数（女）,SSDSE-A-2026,2026,F110702,2020,No panel transformation; model-time imputation/scaling is fit inside folds.,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
F110801,Official e-Stat municipal indicator F110801,非労働力人口（男）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,F110801,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,非労働力人口（男）,SSDSE-A-2026,2026,F110801,2020,No panel transformation; model-time imputation/scaling is fit inside folds.,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
F110802,Official e-Stat municipal indicator F110802,非労働力人口（女）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,F110802,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,非労働力人口（女）,SSDSE-A-2026,2026,F110802,2020,No panel transformation; model-time imputation/scaling is fit inside folds.,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
F2201,Official e-Stat municipal indicator F2201,第1次産業就業者数,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,F2201,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,第1次産業就業者数,SSDSE-A-2026,2026,F2201,2020,No panel transformation; model-time imputation/scaling is fit inside folds.,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
F2211,Official e-Stat municipal indicator F2211,第2次産業就業者数,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,F2211,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,第2次産業就業者数,SSDSE-A-2026,2026,F2211,2020,No panel transformation; model-time imputation/scaling is fit inside folds.,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
F2221,Official e-Stat municipal indicator F2221,第3次産業就業者数,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,F2221,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,第3次産業就業者数,SSDSE-A-2026,2026,F2221,2020,No panel transformation; model-time imputation/scaling is fit inside folds.,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
G1201,Official e-Stat municipal indicator G1201,公民館数,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,G1201,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,公民館数,SSDSE-A-2026,2026,G1201,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
G1401,Official e-Stat municipal indicator G1401,図書館数,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,G1401,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,図書館数,SSDSE-A-2026,2026,G1401,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
H5507,Official e-Stat municipal indicator H5507,総人口（非水洗化人口＋水洗化人口）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,H5507,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,総人口（非水洗化人口＋水洗化人口）,SSDSE-A-2026,2026,H5507,2023,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
H550701,Official e-Stat municipal indicator H550701,非水洗化人口,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,H550701,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,非水洗化人口,SSDSE-A-2026,2026,H550701,2023,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
H6130,Official e-Stat municipal indicator H6130,小売店数,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,H6130,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,小売店数,SSDSE-A-2026,2026,H6130,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
H6131,Official e-Stat municipal indicator H6131,飲食店数,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,H6131,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,飲食店数,SSDSE-A-2026,2026,H6131,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
H6132,Official e-Stat municipal indicator H6132,大型小売店数,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,H6132,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,大型小売店数,SSDSE-A-2026,2026,H6132,2021,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
I510120,Official e-Stat municipal indicator I510120,一般病院数,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,I510120,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,一般病院数,SSDSE-A-2026,2026,I510120,2023,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
I6200,Official e-Stat municipal indicator I6200,歯科医師数,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,I6200,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,歯科医師数,SSDSE-A-2026,2026,I6200,2022,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
I6300,Official e-Stat municipal indicator I6300,薬剤師数,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,I6300,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,薬剤師数,SSDSE-A-2026,2026,I6300,2022,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
J250302,Official e-Stat municipal indicator J250302,保育所等数（基本票）,SSDSE-A-2026 official municipal dataset,SSDSE-A-2026,J250302,See preserved e-Stat metadata @unit,2020,raw,No panel transformation; model-time imputation/scaling is fit inside folds.,candidate socioeconomic predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Official metadata retained under data/raw/ssds_metadata and data/raw/ssds_core; no hand-translated raw label is used.,保育所等数（基本票）,SSDSE-A-2026,2026,J250302,2023,No panel transformation; model-time imputation/scaling is fit inside folds.,False,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
log_population,log population,,derived from e-Stat inputs,,,count / transformed count,2020,derived,log1p(A1101),derived predictor,0.5226213326021387,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Formula is defined here; source components are separately listed.,,SSDSE-A-2026 derived,2026,,,log1p(A1101),True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
share_75plus,age 75+ share,,derived from e-Stat inputs,,,proportion,2020,derived,A1419 / A1101; denominator > 0,derived predictor,0.5228955305730738,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Formula is defined here; source components are separately listed.,,SSDSE-A-2026 derived,2026,,,A1419 / A1101; denominator > 0,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
foreign_population_share,foreign population share,,derived from e-Stat inputs,,,proportion,2020,derived,A1700 / A1101; denominator > 0,derived predictor,0.5228955305730738,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Formula is defined here; source components are separately listed.,,SSDSE-A-2026 derived,2026,,,A1700 / A1101; denominator > 0,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
single_household_share,single-person household share,,derived from e-Stat inputs,,,proportion,2020,derived,A810105 / A710101; denominator > 0,derived predictor,0.5228955305730738,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Formula is defined here; source components are separately listed.,,SSDSE-A-2026 derived,2026,,,A810105 / A710101; denominator > 0,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
elderly_single_household_share,elderly single-person household share,,derived from e-Stat inputs,,,proportion,2020,derived,A8301 / A710101; denominator > 0,derived predictor,0.5228955305730738,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Formula is defined here; source components are separately listed.,,SSDSE-A-2026 derived,2026,,,A8301 / A710101; denominator > 0,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
unemployment_rate,unemployment rate,,derived from e-Stat inputs,,,count / transformed count,2020,derived,F1107 / (F1102 + F1107); denominator > 0,derived predictor,0.5228955305730738,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Formula is defined here; source components are separately listed.,,SSDSE-A-2026 derived,2026,,,F1107 / (F1102 + F1107); denominator > 0,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
non_labor_force_share,non-labor-force share,,derived from e-Stat inputs,,,proportion,2020,derived,F1108 / (F1102 + F1107 + F1108); denominator > 0,derived predictor,0.5228955305730738,2026-09-03T17:13:26+09:00; 2026-09-03T17:14:41+09:00; 2026-09-03T17:15:49+09:00; 2026-09-03T17:17:42+09:00; 2026-09-03T17:17:59+09:00,Formula is defined here; source components are separately listed.,,SSDSE-A-2026 derived,2026,,,F1108 / (F1102 + F1107 + F1108); denominator > 0,True,https://www.nstac.go.jp/files/SSDSE-A-2026.csv
